rcv	1.07	A	1	0	11251
snd	1.08	D	11251	150	1
rcv	1.08	A	1	0	11401
snd	1.08	D	11401	150	1
rcv	1.08	A	1	0	11551
snd	1.08	D	11551	150	1
rcv	1.08	A	1	0	11701
snd	1.08	D	11701	150	1
rcv	1.08	A	1	0	11851
snd	1.08	D	11851	150	1
rcv	1.08	A	1	0	12001
snd	1.08	D	12001	150	1
rcv	1.08	A	1	0	12151
snd	1.08	D	12151	150	1
rcv	1.08	A	1	0	12301
snd	1.08	D	12301	150	1
rcv	1.08	A	1	0	12451
snd	1.08	D	12451	150	1
rcv	1.08	A	1	0	12601
snd	1.09	D	12601	150	1
rcv	1.09	A	1	0	12751
snd	1.09	D	12751	150	1
rcv	1.09	A	1	0	12901
snd	1.09	D	12901	150	1
rcv	1.09	A	1	0	13051
snd	1.09	D	13051	150	1
rcv	1.09	A	1	0	13201
snd	1.09	D	13201	150	1
rcv	1.09	A	1	0	13351
snd	1.09	D	13351	150	1
rcv	1.09	A	1	0	13501
snd	1.09	D	13501	150	1
rcv	1.10	A	1	0	13651
snd	1.10	D	13651	150	1
rcv	1.10	A	1	0	13801
snd	1.10	D	13801	150	1
rcv	1.10	A	1	0	13951
snd	1.10	D	13951	150	1
rcv	1.10	A	1	0	14101
snd	1.10	D	14101	150	1
rcv	1.10	A	1	0	14251
snd	1.10	D	14251	150	1
rcv	1.10	A	1	0	14401
snd	1.10	D	14401	150	1
rcv	1.10	A	1	0	14551
snd	1.10	D	14551	150	1
rcv	1.10	A	1	0	14701
snd	1.10	D	14701	150	1
rcv	1.11	A	1	0	14851
snd	1.11	D	14851	150	1
rcv	1.11	A	1	0	15001
snd	1.11	D	15001	150	1
rcv	1.11	A	1	0	15151
snd/RXT	1.11	D	15001	150	1
snd	1.11	D	15151	150	1
rcv/DA	1.11	A	1	0	15151
rcv	1.11	A	1	0	15301
snd	1.11	D	15301	150	1
rcv	1.11	A	1	0	15451
drop	1.11	D	15451	150	1
snd/RXT	1.11	D	15451	150	1
rcv	1.11	A	1	0	15601
snd	1.11	D	15601	150	1
rcv	1.11	A	1	0	15751
snd	1.12	D	15751	150	1
rcv	1.12	A	1	0	15901
snd	1.12	D	15901	150	1
rcv	1.12	A	1	0	16051
snd	1.12	D	16051	150	1
rcv	1.12	A	1	0	16201
snd	1.12	D	16201	150	1
rcv	1.12	A	1	0	16351
snd	1.12	D	16351	150	1
rcv	1.12	A	1	0	16501
snd	1.13	D	16501	150	1
rcv	1.13	A	1	0	16651
snd	1.13	D	16651	150	1
rcv	1.13	A	1	0	16801
snd	1.13	D	16801	150	1
rcv	1.13	A	1	0	16951
snd	1.13	D	16951	150	1
rcv	1.13	A	1	0	17101
snd	1.13	D	17101	150	1
rcv	1.13	A	1	0	17251
drop	1.13	D	17251	150	1
snd/RXT	1.14	D	17251	150	1
rcv	1.14	A	1	0	17401
snd	1.14	D	17401	150	1
rcv	1.14	A	1	0	17551
snd	1.14	D	17551	150	1
rcv	1.14	A	1	0	17701
snd	1.14	D	17701	150	1
rcv	1.14	A	1	0	17851
snd	1.14	D	17851	150	1
rcv	1.14	A	1	0	18001
drop	1.14	D	18001	150	1
snd/RXT	1.14	D	18001	150	1
rcv	1.14	A	1	0	18151
snd	1.15	D	18151	150	1
rcv	1.15	A	1	0	18301
snd	1.15	D	18301	150	1
rcv	1.15	A	1	0	18451
drop	1.15	D	18451	150	1
snd/RXT	1.15	D	18451	150	1
rcv	1.15	A	1	0	18601
snd	1.15	D	18601	150	1
rcv	1.15	A	1	0	18751
snd	1.15	D	18751	150	1
rcv	1.15	A	1	0	18901
snd	1.15	D	18901	150	1
rcv	1.15	A	1	0	19051
snd	1.15	D	19051	150	1
rcv	1.15	A	1	0	19201
snd	1.15	D	19201	150	1
rcv	1.15	A	1	0	19351
snd	1.16	D	19351	150	1
rcv	1.16	A	1	0	19501
snd	1.16	D	19501	150	1
rcv	1.16	A	1	0	19651
snd	1.16	D	19651	150	1
rcv	1.16	A	1	0	19801
snd	1.16	D	19801	150	1
rcv	1.16	A	1	0	19951
drop	1.16	D	19951	150	1
snd/RXT	1.17	D	19951	150	1
rcv	1.17	A	1	0	20101
snd	1.17	D	20101	150	1
rcv	1.17	A	1	0	20251
snd	1.17	D	20251	150	1
rcv	1.17	A	1	0	20401
drop	1.17	D	20401	150	1
snd/RXT	1.17	D	20401	150	1
rcv	1.17	A	1	0	20551
snd	1.17	D	20551	150	1
rcv	1.18	A	1	0	20701
snd	1.18	D	20701	150	1
rcv	1.18	A	1	0	20851
snd	1.18	D	20851	150	1
rcv	1.18	A	1	0	21001
snd	1.18	D	21001	150	1
rcv	1.18	A	1	0	21151
snd	1.18	D	21151	150	1
rcv	1.18	A	1	0	21301
snd	1.18	D	21301	150	1
rcv	1.18	A	1	0	21451
snd	1.18	D	21451	150	1
rcv	1.18	A	1	0	21601
snd	1.18	D	21601	150	1
rcv	1.18	A	1	0	21751
snd	1.18	D	21751	150	1
rcv	1.18	A	1	0	21901
snd	1.18	D	21901	150	1
rcv	1.18	A	1	0	22051
snd	1.19	D	22051	150	1
rcv	1.19	A	1	0	22201
snd	1.19	D	22201	150	1
rcv	1.19	A	1	0	22351
snd	1.19	D	22351	150	1
rcv	1.19	A	1	0	22501
snd	1.19	D	22501	150	1
rcv	1.19	A	1	0	22651
snd	1.19	D	22651	150	1
rcv	1.19	A	1	0	22801
snd	1.20	D	22801	150	1
rcv	1.20	A	1	0	22951
snd	1.20	D	22951	150	1
rcv	1.20	A	1	0	23101
snd	1.20	D	23101	150	1
rcv	1.20	A	1	0	23251
snd	1.20	D	23251	150	1
rcv	1.20	A	1	0	23401
snd	1.20	D	23401	150	1
rcv	1.20	A	1	0	23551
snd	1.20	D	23551	150	1
rcv	1.20	A	1	0	23701
snd	1.20	D	23701	150	1
rcv	1.20	A	1	0	23851
snd	1.20	D	23851	150	1
rcv	1.20	A	1	0	24001
drop	1.20	D	24001	150	1
snd/RXT	1.21	D	24001	150	1
rcv	1.21	A	1	0	24151
snd	1.21	D	24151	150	1
rcv	1.21	A	1	0	24301
snd	1.21	D	24301	150	1
rcv	1.21	A	1	0	24451
drop	1.21	D	24451	150	1
snd/RXT	1.21	D	24451	150	1
rcv	1.21	A	1	0	24601
snd	1.21	D	24601	150	1
rcv	1.21	A	1	0	24751
snd	1.21	D	24751	150	1
rcv	1.21	A	1	0	24901
snd	1.21	D	24901	150	1
rcv	1.21	A	1	0	25051
snd	1.21	D	25051	150	1
rcv	1.21	A	1	0	25201
snd	1.22	D	25201	150	1
rcv	1.22	A	1	0	25351
snd	1.22	D	25351	150	1
rcv	1.22	A	1	0	25501
snd	1.22	D	25501	150	1
rcv	1.22	A	1	0	25651
snd	1.22	D	25651	150	1
rcv	1.22	A	1	0	25801
drop	1.22	D	25801	150	1
snd/RXT	1.22	D	25801	150	1
rcv	1.22	A	1	0	25951
snd	1.23	D	25951	150	1
rcv	1.23	A	1	0	26101
snd	1.23	D	26101	150	1
rcv	1.23	A	1	0	26251
snd	1.23	D	26251	150	1
rcv	1.23	A	1	0	26401
drop	1.23	D	26401	150	1
snd/RXT	1.23	D	26401	150	1
rcv	1.23	A	1	0	26551
snd	1.23	D	26551	150	1
rcv	1.23	A	1	0	26701
snd	1.23	D	26701	150	1
rcv	1.23	A	1	0	26851
snd	1.23	D	26851	150	1
rcv	1.23	A	1	0	27001
snd	1.23	D	27001	150	1
rcv	1.23	A	1	0	27151
snd	1.23	D	27151	150	1
rcv	1.23	A	1	0	27301
drop	1.23	D	27301	150	1
rcv	1.24	A	1	0	27451
snd	1.24	D	27451	150	1
snd/RXT	1.24	D	27451	150	1
rcv	1.24	A	1	0	27601
snd	1.24	D	27601	150	1
rcv	1.24	A	1	0	27751
snd	1.24	D	27751	150	1
rcv	1.24	A	1	0	27901
snd	1.24	D	27901	150	1
rcv	1.24	A	1	0	28051
snd	1.24	D	28051	150	1
rcv	1.24	A	1	0	28201
snd	1.24	D	28201	150	1
rcv	1.24	A	1	0	28351
snd	1.24	D	28351	150	1
rcv	1.25	A	1	0	28501
snd	1.25	D	28501	150	1
rcv	1.25	A	1	0	28651
snd	1.25	D	28651	150	1
rcv	1.25	A	1	0	28801
snd	1.25	D	28801	150	1
rcv	1.25	A	1	0	28951
snd	1.25	D	28951	150	1
rcv	1.25	A	1	0	29101
drop	1.25	D	29101	150	1
snd/RXT	1.25	D	29101	150	1
rcv	1.25	A	1	0	29251
snd	1.25	D	29251	150	1
rcv	1.25	A	1	0	29401
snd	1.25	D	29401	150	1
rcv	1.25	A	1	0	29551
snd	1.25	D	29551	150	1
rcv	1.25	A	1	0	29701
snd	1.25	D	29701	150	1
rcv	1.25	A	1	0	29851
snd	1.25	D	29851	150	1
rcv	1.25	A	1	0	30001
snd	1.26	D	30001	150	1
rcv	1.26	A	1	0	30151
snd	1.26	D	30151	150	1
rcv	1.26	A	1	0	30301
snd	1.26	D	30301	150	1
rcv	1.26	A	1	0	30451
snd	1.26	D	30451	150	1
rcv	1.26	A	1	0	30601
snd	1.26	D	30601	150	1
rcv	1.26	A	1	0	30751
snd	1.26	D	30751	150	1
rcv	1.26	A	1	0	30901
snd	1.26	D	30901	150	1
rcv	1.26	A	1	0	31051
snd	1.26	D	31051	150	1
rcv	1.26	A	1	0	31201
snd	1.26	D	31201	150	1
rcv	1.26	A	1	0	31351
snd	1.26	D	31351	150	1
rcv	1.26	A	1	0	31501
snd	1.26	D	31501	150	1
rcv	1.26	A	1	0	31651
snd	1.26	D	31651	150	1
rcv	1.26	A	1	0	31801
snd	1.26	D	31801	150	1
rcv	1.26	A	1	0	31951
snd	1.26	D	31951	150	1
rcv	1.27	A	1	0	32101
snd	1.27	D	32101	150	1
rcv	1.27	A	1	0	32251
snd	1.27	D	32251	150	1
rcv	1.27	A	1	0	32401
snd	1.27	D	32401	150	1
rcv	1.27	A	1	0	32551
snd	1.27	D	32551	150	1
rcv	1.27	A	1	0	32701
snd	1.27	D	32701	150	1
rcv	1.27	A	1	0	32851
snd	1.27	D	32851	150	1
rcv	1.27	A	1	0	33001
snd	1.27	D	33001	150	1
rcv	1.27	A	1	0	33151
snd	1.27	D	33151	150	1
rcv	1.27	A	1	0	33301
snd	1.27	D	33301	150	1
rcv	1.27	A	1	0	33451
snd	1.27	D	33451	150	1
rcv	1.27	A	1	0	33601
snd	1.27	D	33601	150	1
rcv	1.27	A	1	0	33751
snd	1.27	D	33751	150	1
rcv	1.27	A	1	0	33901
snd	1.28	D	33901	150	1
rcv	1.28	A	1	0	34051
snd	1.28	D	34051	150	1
rcv	1.28	A	1	0	34201
snd	1.28	D	34201	150	1
rcv	1.28	A	1	0	34351
snd	1.28	D	34351	150	1
rcv	1.28	A	1	0	34501
snd	1.28	D	34501	150	1
rcv	1.28	A	1	0	34651
snd	1.28	D	34651	150	1
rcv	1.28	A	1	0	34801
drop	1.28	D	34801	150	1
snd/RXT	1.28	D	34801	150	1
rcv	1.28	A	1	0	34951
snd	1.28	D	34951	150	1
rcv	1.28	A	1	0	35101
snd	1.28	D	35101	150	1
rcv	1.28	A	1	0	35251
snd	1.28	D	35251	150	1
rcv	1.28	A	1	0	35401
snd	1.29	D	35401	150	1
rcv	1.29	A	1	0	35551
snd	1.29	D	35551	150	1
rcv	1.29	A	1	0	35701
snd	1.29	D	35701	150	1
rcv	1.29	A	1	0	35851
snd	1.29	D	35851	150	1
rcv	1.29	A	1	0	36001
snd	1.29	D	36001	150	1
rcv	1.29	A	1	0	36151
snd	1.29	D	36151	150	1
rcv	1.29	A	1	0	36301
snd	1.29	D	36301	150	1
rcv	1.29	A	1	0	36451
snd	1.29	D	36451	150	1
rcv	1.29	A	1	0	36601
snd	1.29	D	36601	150	1
rcv	1.29	A	1	0	36751
snd	1.29	D	36751	150	1
rcv	1.29	A	1	0	36901
snd	1.29	D	36901	150	1
rcv	1.29	A	1	0	37051
snd	1.29	D	37051	150	1
rcv	1.29	A	1	0	37201
snd	1.29	D	37201	150	1
rcv	1.30	A	1	0	37351
snd	1.30	D	37351	150	1
rcv	1.30	A	1	0	37501
snd	1.30	D	37501	150	1
rcv	1.30	A	1	0	37651
snd	1.30	D	37651	150	1
rcv	1.30	A	1	0	37801
snd	1.30	D	37801	150	1
rcv	1.30	A	1	0	37951
snd	1.31	D	37951	150	1
rcv	1.31	A	1	0	38101
snd	1.31	D	38101	150	1
rcv	1.31	A	1	0	38251
snd	1.31	D	38251	150	1
rcv	1.31	A	1	0	38401
snd	1.32	D	38401	150	1
rcv	1.32	A	1	0	38551
snd	1.32	D	38551	150	1
rcv	1.32	A	1	0	38701
snd	1.32	D	38701	150	1
rcv	1.32	A	1	0	38851
snd	1.32	D	38851	150	1
rcv	1.32	A	1	0	39001
snd	1.32	D	39001	150	1
rcv	1.32	A	1	0	39151
snd	1.32	D	39151	150	1
rcv	1.32	A	1	0	39301
snd	1.32	D	39301	150	1
rcv	1.32	A	1	0	39451
snd	1.32	D	39451	150	1
rcv	1.33	A	1	0	39601
snd	1.33	D	39601	150	1
rcv	1.33	A	1	0	39751
snd	1.33	D	39751	150	1
rcv	1.33	A	1	0	39901
snd	1.33	D	39901	150	1
rcv	1.33	A	1	0	40051
snd	1.33	D	40051	150	1
rcv	1.33	A	1	0	40201
snd	1.34	D	40201	150	1
rcv	1.34	A	1	0	40351
snd	1.34	D	40351	150	1
rcv	1.34	A	1	0	40501
snd	1.34	D	40501	150	1
rcv	1.34	A	1	0	40651
snd	1.35	D	40651	150	1
rcv	1.35	A	1	0	40801
snd	1.35	D	40801	150	1
rcv	1.35	A	1	0	40951
snd	1.35	D	40951	150	1
rcv	1.35	A	1	0	41101
snd	1.35	D	41101	150	1
rcv	1.35	A	1	0	41251
snd	1.35	D	41251	150	1
rcv	1.35	A	1	0	41401
snd	1.36	D	41401	150	1
rcv	1.36	A	1	0	41551
snd	1.36	D	41551	150	1
rcv	1.36	A	1	0	41701
snd	1.36	D	41701	150	1
rcv	1.36	A	1	0	41851
snd	1.36	D	41851	150	1
rcv	1.36	A	1	0	42001
snd	1.36	D	42001	150	1
rcv	1.37	A	1	0	42151
snd	1.37	D	42151	150	1
rcv	1.37	A	1	0	42301
snd	1.37	D	42301	150	1
rcv	1.37	A	1	0	42451
drop	1.37	D	42451	150	1
snd/RXT	1.37	D	42451	150	1
rcv	1.37	A	1	0	42601
snd	1.38	D	42601	150	1
rcv	1.38	A	1	0	42751
snd	1.38	D	42751	150	1
rcv	1.38	A	1	0	42901
snd	1.38	D	42901	150	1
rcv	1.38	A	1	0	43051
drop	1.38	D	43051	150	1
snd/RXT	1.38	D	43051	150	1
rcv	1.38	A	1	0	43201
snd	1.38	D	43201	150	1
rcv	1.38	A	1	0	43351
snd	1.39	D	43351	150	1
rcv	1.39	A	1	0	43501
snd	1.39	D	43501	150	1
rcv	1.39	A	1	0	43651
snd	1.39	D	43651	150	1
rcv	1.39	A	1	0	43801
snd	1.39	D	43801	150	1
rcv	1.39	A	1	0	43951
snd	1.39	D	43951	150	1
rcv	1.39	A	1	0	44101
drop	1.39	D	44101	150	1
snd/RXT	1.39	D	44101	150	1
rcv	1.39	A	1	0	44251
snd	1.40	D	44251	150	1
rcv	1.40	A	1	0	44401
snd	1.40	D	44401	150	1
rcv	1.40	A	1	0	44551
snd	1.40	D	44551	150	1
rcv	1.40	A	1	0	44701
snd	1.40	D	44701	150	1
rcv	1.40	A	1	0	44851
snd	1.40	D	44851	150	1
rcv	1.40	A	1	0	45001
snd	1.40	D	45001	150	1
rcv	1.40	A	1	0	45151
snd	1.40	D	45151	150	1
rcv	1.40	A	1	0	45301
snd	1.40	D	45301	150	1
rcv	1.40	A	1	0	45451
snd	1.40	D	45451	150	1
rcv	1.40	A	1	0	45601
snd	1.40	D	45601	150	1
rcv	1.40	A	1	0	45751
snd	1.40	D	45751	150	1
rcv	1.40	A	1	0	45901
snd	1.40	D	45901	150	1
rcv	1.40	A	1	0	46051
snd	1.40	D	46051	150	1
rcv	1.41	A	1	0	46201
snd	1.41	D	46201	150	1
rcv	1.41	A	1	0	46351
snd	1.41	D	46351	150	1
rcv	1.41	A	1	0	46501
snd	1.41	D	46501	150	1
rcv	1.41	A	1	0	46651
snd	1.41	D	46651	150	1
rcv	1.41	A	1	0	46801
snd	1.41	D	46801	150	1
rcv	1.41	A	1	0	46951
snd	1.41	D	46951	150	1
rcv	1.41	A	1	0	47101
snd	1.41	D	47101	150	1
rcv	1.41	A	1	0	47251
snd	1.41	D	47251	150	1
rcv	1.42	A	1	0	47401
snd	1.42	D	47401	150	1
rcv	1.42	A	1	0	47551
snd	1.42	D	47551	150	1
rcv	1.42	A	1	0	47701
snd	1.42	D	47701	150	1
rcv	1.42	A	1	0	47851
snd	1.42	D	47851	150	1
rcv	1.42	A	1	0	48001
snd	1.42	D	48001	150	1
rcv	1.42	A	1	0	48151
snd	1.42	D	48151	150	1
rcv	1.42	A	1	0	48301
snd	1.42	D	48301	150	1
rcv	1.42	A	1	0	48451
snd	1.42	D	48451	150	1
rcv	1.42	A	1	0	48601
snd	1.43	D	48601	150	1
rcv	1.43	A	1	0	48751
snd/RXT	1.43	D	48601	150	1
snd	1.43	D	48751	150	1
rcv/DA	1.43	A	1	0	48751
rcv	1.43	A	1	0	48901
snd	1.43	D	48901	150	1
rcv	1.43	A	1	0	49051
snd	1.43	D	49051	150	1
rcv	1.43	A	1	0	49201
drop	1.43	D	49201	150	1
snd/RXT	1.44	D	49201	150	1
rcv	1.44	A	1	0	49351
drop	1.44	D	49351	150	1
snd/RXT	1.44	D	49351	150	1
rcv	1.44	A	1	0	49501
snd	1.44	D	49501	150	1
rcv	1.44	A	1	0	49651
snd	1.44	D	49651	150	1
rcv	1.44	A	1	0	49801
snd	1.45	D	49801	150	1
rcv	1.45	A	1	0	49951
drop	1.45	D	49951	150	1
snd/RXT	1.45	D	49951	150	1
rcv	1.45	A	1	0	50101
snd	1.45	D	50101	150	1
rcv	1.45	A	1	0	50251
snd	1.45	D	50251	150	1
rcv	1.45	A	1	0	50401
snd	1.45	D	50401	150	1
rcv	1.45	A	1	0	50551
snd	1.45	D	50551	150	1
rcv	1.45	A	1	0	50701
snd	1.45	D	50701	150	1
rcv	1.46	A	1	0	50851
snd	1.46	D	50851	150	1
rcv	1.46	A	1	0	51001
snd	1.46	D	51001	150	1
rcv	1.46	A	1	0	51151
snd	1.46	D	51151	150	1
rcv	1.46	A	1	0	51301
snd	1.46	D	51301	150	1
rcv	1.46	A	1	0	51451
snd	1.46	D	51451	150	1
rcv	1.46	A	1	0	51601
snd	1.46	D	51601	150	1
rcv	1.46	A	1	0	51751
snd	1.46	D	51751	150	1
rcv	1.46	A	1	0	51901
snd	1.46	D	51901	150	1
rcv	1.46	A	1	0	52051
snd	1.47	D	52051	150	1
rcv	1.47	A	1	0	52201
snd	1.47	D	52201	150	1
rcv	1.47	A	1	0	52351
snd	1.47	D	52351	150	1
rcv	1.47	A	1	0	52501
drop	1.47	D	52501	150	1
snd/RXT	1.47	D	52501	150	1
rcv	1.47	A	1	0	52651
snd	1.47	D	52651	150	1
rcv	1.47	A	1	0	52801
snd	1.47	D	52801	150	1
rcv	1.47	A	1	0	52951
snd	1.47	D	52951	150	1
rcv	1.47	A	1	0	53101
snd	1.48	D	53101	150	1
rcv	1.48	A	1	0	53251
snd	1.48	D	53251	150	1
rcv	1.48	A	1	0	53401
snd	1.48	D	53401	150	1
rcv	1.48	A	1	0	53551
drop	1.48	D	53551	150	1
snd/RXT	1.48	D	53551	150	1
rcv	1.48	A	1	0	53701
snd	1.48	D	53701	150	1
rcv	1.48	A	1	0	53851
snd	1.48	D	53851	150	1
rcv	1.48	A	1	0	54001
snd	1.48	D	54001	150	1
rcv	1.48	A	1	0	54151
snd	1.48	D	54151	150	1
rcv	1.48	A	1	0	54301
snd	1.49	D	54301	150	1
rcv	1.49	A	1	0	54451
snd	1.49	D	54451	150	1
rcv	1.49	A	1	0	54601
snd	1.49	D	54601	150	1
rcv	1.49	A	1	0	54751
snd	1.49	D	54751	150	1
rcv	1.49	A	1	0	54901
snd	1.49	D	54901	150	1
rcv	1.49	A	1	0	55051
drop	1.49	D	55051	150	1
snd/RXT	1.49	D	55051	150	1
rcv	1.49	A	1	0	55201
snd	1.50	D	55201	150	1
rcv	1.50	A	1	0	55351
snd	1.50	D	55351	150	1
rcv	1.50	A	1	0	55501
snd	1.50	D	55501	150	1
rcv	1.50	A	1	0	55651
snd	1.50	D	55651	150	1
rcv	1.50	A	1	0	55801
snd	1.50	D	55801	150	1
rcv	1.50	A	1	0	55951
snd	1.50	D	55951	150	1
rcv	1.50	A	1	0	56101
snd	1.50	D	56101	150	1
rcv	1.50	A	1	0	56251
snd	1.50	D	56251	150	1
rcv	1.50	A	1	0	56401
snd	1.50	D	56401	150	1
rcv	1.50	A	1	0	56551
snd	1.50	D	56551	150	1
rcv	1.50	A	1	0	56701
snd	1.50	D	56701	150	1
rcv	1.50	A	1	0	56851
snd	1.51	D	56851	150	1
rcv	1.51	A	1	0	57001
drop	1.51	D	57001	150	1
snd/RXT	1.51	D	57001	150	1
rcv	1.51	A	1	0	57151
snd	1.51	D	57151	150	1
rcv	1.51	A	1	0	57301
snd	1.51	D	57301	150	1
rcv	1.51	A	1	0	57451
snd	1.51	D	57451	150	1
rcv	1.51	A	1	0	57601
snd	1.52	D	57601	150	1
rcv	1.52	A	1	0	57751
snd	1.52	D	57751	150	1
rcv	1.52	A	1	0	57901
snd	1.52	D	57901	150	1
rcv	1.52	A	1	0	58051
snd	1.52	D	58051	150	1
rcv	1.52	A	1	0	58201
snd	1.52	D	58201	150	1
rcv	1.52	A	1	0	58351
snd	1.52	D	58351	150	1
rcv	1.52	A	1	0	58501
snd	1.52	D	58501	150	1
rcv	1.52	A	1	0	58651
snd	1.52	D	58651	150	1
rcv	1.52	A	1	0	58801
snd	1.52	D	58801	150	1
rcv	1.52	A	1	0	58951
snd	1.52	D	58951	150	1
rcv	1.52	A	1	0	59101
snd	1.52	D	59101	150	1
rcv	1.52	A	1	0	59251
snd	1.52	D	59251	150	1
rcv	1.52	A	1	0	59401
snd	1.53	D	59401	150	1
rcv	1.53	A	1	0	59551
drop	1.53	D	59551	150	1
rcv	1.53	A	1	0	59701
snd	1.53	D	59701	150	1
rcv	1.53	A	1	0	59851
snd	1.53	D	59851	150	1
rcv	1.53	A	1	0	60001
snd	1.53	D	60001	150	1
rcv	1.54	A	1	0	60151
snd	1.54	D	60151	150	1
rcv	1.54	A	1	0	60301
snd	1.54	D	60301	150	1
